»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2018-03-06,'600135,¿÷ø≠Ω∫∆¨,9.46,9.53,9.28,9.3,9.31,0.15,1.6112,1.5783,5813510,54759449.0,3528501813.1,3484524534.04
2018-03-05,'600135,¿÷ø≠Ω∫∆¨,9.31,9.35,9.21,9.29,9.25,0.06,0.6486,0.8527,3140940,29139040.0,3472553052.85,3429273087.94
2018-03-02,'600135,¿÷ø≠Ω∫∆¨,9.25,9.44,9.14,9.18,9.25,0.0,0.0,1.4221,5238130,48715332.0,3450173548.75,3407172509.5
2018-03-01,'600135,¿÷ø≠Ω∫∆¨,9.25,9.26,9.03,9.1,9.18,0.07,0.7625,1.2299,4530389,41686250.0,3450173548.75,3407172509.5
2018-02-28,'600135,¿÷ø≠Ω∫∆¨,9.18,9.27,9.03,9.08,9.16,0.02,0.2183,1.2883,4745276,43496499.0,3424064127.3,3381388501.32
2018-02-27,'600135,¿÷ø≠Ω∫∆¨,9.16,9.22,9.08,9.12,9.17,-0.01,-0.1091,1.1626,4282465,39112039.0,3416604292.6,3374021641.84
2018-02-26,'600135,¿÷ø≠Ω∫∆¨,9.17,9.19,8.92,9.11,9.05,0.12,1.326,1.841,6781095,61557828.0,3420334209.95,3377705071.58
2018-02-23,'600135,¿÷ø≠Ω∫∆¨,9.05,9.3,8.99,9.1,8.98,0.07,0.7795,1.7914,6598649,60358074.0,3375575201.75,3333503914.7
2018-02-22,'600135,¿÷ø≠Ω∫∆¨,8.98,9.13,8.59,8.63,8.56,0.42,4.9065,1.3896,5118615,45550680.0,3349465780.3,3307719906.52
2018-02-14,'600135,¿÷ø≠Ω∫∆¨,8.56,8.61,8.48,8.48,8.5,0.06,0.7059,0.7792,2870273,24550653.0,3192809251.6,3153015857.44
2018-02-13,'600135,¿÷ø≠Ω∫∆¨,8.5,8.65,8.44,8.45,8.46,0.04,0.4728,0.9862,3632472,31041621.0,3170429747.5,3130915279.0
2018-02-12,'600135,¿÷ø≠Ω∫∆¨,8.46,8.52,8.28,8.3,8.2,0.26,3.1707,0.9091,3348528,28161389.0,3155510078.1,3116181560.04
2018-02-09,'600135,¿÷ø≠Ω∫∆¨,8.2,8.42,8.0,8.4,8.6,-0.4,-4.6512,1.5378,5664513,46662028.0,3058532227.0,3020412386.8
2018-02-08,'600135,¿÷ø≠Ω∫∆¨,8.6,8.63,8.35,8.35,8.39,0.21,2.503,1.1714,4314949,36834135.0,3207728921.0,3167749576.4
2018-02-07,'600135,¿÷ø≠Ω∫∆¨,8.39,8.83,8.15,8.69,8.53,-0.14,-1.6413,1.5067,5549897,47165695.0,3129400656.65,3090397551.86
2018-02-06,'600135,¿÷ø≠Ω∫∆¨,8.53,9.37,8.53,9.37,9.48,-0.95,-10.0211,2.0442,7529547,66902013.0,3181619499.55,3141965568.22
2018-02-05,'600135,¿÷ø≠Ω∫∆¨,9.48,9.58,9.29,9.41,9.46,0.02,0.2114,0.6551,2413119,22873514.0,3535961647.8,3491891393.52
2018-02-02,'600135,¿÷ø≠Ω∫∆¨,9.46,9.77,9.11,9.6,9.83,-0.37,-3.764,1.5634,5758494,54419689.0,3528501813.1,3484524534.04
2018-02-01,'600135,¿÷ø≠Ω∫∆¨,9.83,10.95,9.81,10.86,10.9,-1.07,-9.8165,3.3432,12314537,125134313.0,3666508755.05,3620811434.42
2018-01-31,'600135,¿÷ø≠Ω∫∆¨,10.9,11.29,10.82,11.28,11.46,-0.56,-4.8866,2.2052,8122556,89448785.0,4065609911.5,4014938416.6
2018-01-30,'600135,¿÷ø≠Ω∫∆¨,11.46,11.58,11.14,11.27,11.36,0.1,0.8803,1.9561,7205185,82516113.0,4274485283.1,4221210482.04
2018-01-29,'600135,¿÷ø≠Ω∫∆¨,11.36,11.63,11.22,11.25,11.14,0.22,1.9749,2.8651,10553504,120566324.0,4237186109.6,4184376184.64
2018-01-26,'600135,¿÷ø≠Ω∫∆¨,11.14,11.23,11.07,11.16,11.13,0.01,0.0898,1.0323,3802299,42366865.0,4155127927.9,4103340730.36
2018-01-25,'600135,¿÷ø≠Ω∫∆¨,11.13,11.28,11.09,11.13,11.17,-0.04,-0.3581,1.3119,4832395,54072095.0,4151398010.55,4099657300.62
2018-01-24,'600135,¿÷ø≠Ω∫∆¨,11.17,11.24,10.9,10.98,10.9,0.27,2.4771,1.6636,6127837,68095975.0,4166317679.95,4114391019.58
2018-01-23,'600135,¿÷ø≠Ω∫∆¨,10.9,10.97,10.8,10.95,10.94,-0.04,-0.3656,0.9119,3358777,36641346.0,4065609911.5,4014938416.6
2018-01-22,'600135,¿÷ø≠Ω∫∆¨,10.94,10.96,10.63,10.85,10.87,0.07,0.644,1.0154,3740174,40423594.0,4080529580.9,4029672135.56
2018-01-19,'600135,¿÷ø≠Ω∫∆¨,10.87,11.04,10.84,10.91,10.92,-0.05,-0.4579,0.791,2913566,31855834.0,4054420159.45,4003888127.38
2018-01-18,'600135,¿÷ø≠Ω∫∆¨,10.92,11.03,10.87,10.95,10.99,-0.07,-0.6369,0.8338,3071182,33593829.0,4073069746.2,4022305276.08
2018-01-17,'600135,¿÷ø≠Ω∫∆¨,10.99,11.0,10.62,10.89,10.81,0.18,1.6651,1.266,4663260,50410092.0,4099179167.65,4048089284.26
2018-01-16,'600135,¿÷ø≠Ω∫∆¨,10.81,10.86,10.73,10.75,10.73,0.08,0.7456,0.6797,2503556,27058260.0,4032040655.35,3981787548.94
2018-01-15,'600135,¿÷ø≠Ω∫∆¨,10.73,11.19,10.7,11.14,11.22,-0.49,-4.3672,1.7265,6359325,69284588.0,4002201316.55,3952320111.02
2018-01-12,'600135,¿÷ø≠Ω∫∆¨,11.22,11.4,11.17,11.25,11.41,-0.19,-1.6652,1.8468,6802619,76664693.0,4184967266.7,4132808168.28
2018-01-11,'600135,¿÷ø≠Ω∫∆¨,11.41,11.66,11.08,11.11,10.94,0.47,4.2962,3.3705,12414962,141664026.0,4255835696.35,4202793333.34
2018-01-10,'600135,¿÷ø≠Ω∫∆¨,10.94,11.27,10.86,11.23,11.18,-0.24,-2.1467,1.3334,4911446,54126094.0,4080529580.9,4029672135.56
2018-01-09,'600135,¿÷ø≠Ω∫∆¨,11.18,11.25,11.11,11.11,11.17,0.01,0.0895,0.9439,3476799,38882606.0,4170047597.3,4118074449.32
2018-01-08,'600135,¿÷ø≠Ω∫∆¨,11.17,11.27,11.01,11.27,11.27,-0.1,-0.8873,1.4861,5473854,60773805.0,4166317679.95,4114391019.58
2018-01-05,'600135,¿÷ø≠Ω∫∆¨,11.27,11.38,11.2,11.2,11.31,-0.04,-0.3537,1.4599,5377495,60757798.0,4203616853.45,4151225316.98
2018-01-04,'600135,¿÷ø≠Ω∫∆¨,11.31,11.54,11.23,11.54,11.54,-0.23,-1.9931,2.1765,8017034,90939940.0,4218536522.85,4165959035.94
2018-01-03,'600135,¿÷ø≠Ω∫∆¨,11.54,11.73,11.0,11.08,11.02,0.52,4.7187,3.5153,12948180,148687845.0,4304324621.9,4250677919.96
2018-01-02,'600135,¿÷ø≠Ω∫∆¨,11.02,11.05,10.85,10.92,10.86,0.16,1.4733,1.1166,4112991,45072818.0,4110368919.7,4059139573.48
