»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2018-03-16,'600132,÷ÿ«Ï∆°æ∆,21.05,21.78,21.0,21.7,21.72,-0.67,-3.0847,0.6609,3198426,68068752.0,10187593717.9,10187593717.9
2018-03-15,'600132,÷ÿ«Ï∆°æ∆,21.72,22.11,21.5,21.61,21.78,-0.06,-0.2755,0.4294,2078232,45068623.0,10511854420.6,10511854420.6
2018-03-14,'600132,÷ÿ«Ï∆°æ∆,21.78,22.26,21.51,22.23,22.08,-0.3,-1.3587,0.5608,2714017,59047847.0,10540892692.4,10540892692.4
2018-03-13,'600132,÷ÿ«Ï∆°æ∆,22.08,22.62,22.06,22.55,22.71,-0.63,-2.7741,0.5034,2436077,54429387.0,10686084051.8,10686084051.8
2018-03-12,'600132,÷ÿ«Ï∆°æ∆,22.71,22.88,22.13,22.14,21.71,1.0,4.6062,1.0147,4910751,110509755.0,10990985906.6,10990985906.6
2018-03-09,'600132,÷ÿ«Ï∆°æ∆,21.71,22.2,21.49,21.5,21.38,0.33,1.5435,0.3632,1757687,38326527.0,10507014708.6,10507014708.6
2018-03-08,'600132,÷ÿ«Ï∆°æ∆,21.38,21.63,21.29,21.4,21.4,-0.02,-0.0935,0.1787,864867,18539606.0,10347304213.2,10347304213.2
2018-03-07,'600132,÷ÿ«Ï∆°æ∆,21.4,22.35,21.35,21.78,21.85,-0.45,-2.0595,0.3417,1653631,36023084.0,10356983637.2,10356983637.2
2018-03-06,'600132,÷ÿ«Ï∆°æ∆,21.85,21.89,21.51,21.51,21.53,0.32,1.4863,0.1969,952961,20742140.0,10574770676.3,10574770676.3
2018-03-05,'600132,÷ÿ«Ï∆°æ∆,21.53,21.79,21.41,21.52,21.7,-0.17,-0.7834,0.1848,894389,19260038.0,10419899892.9,10419899892.9
2018-03-02,'600132,÷ÿ«Ï∆°æ∆,21.7,21.81,21.5,21.76,21.76,-0.06,-0.2757,0.1738,841201,18194615.0,10502174996.6,10502174996.6
2018-03-01,'600132,÷ÿ«Ï∆°æ∆,21.76,21.92,21.61,21.7,21.78,-0.02,-0.0918,0.2463,1192003,25972919.0,10531213268.5,10531213268.5
2018-02-28,'600132,÷ÿ«Ï∆°æ∆,21.78,22.12,21.5,21.9,21.79,-0.01,-0.0459,0.2103,1017915,22230315.0,10540892692.4,10540892692.4
2018-02-27,'600132,÷ÿ«Ï∆°æ∆,21.79,21.95,21.52,21.8,21.8,-0.01,-0.0459,0.2405,1164100,25295611.0,10545732404.4,10545732404.4
2018-02-26,'600132,÷ÿ«Ï∆°æ∆,21.8,21.91,20.7,21.03,20.99,0.81,3.859,0.4441,2149472,46030338.0,10550572116.4,10550572116.4
2018-02-23,'600132,÷ÿ«Ï∆°æ∆,20.99,21.19,20.83,21.0,20.92,0.07,0.3346,0.1702,823840,17305575.0,10158555446.0,10158555446.0
2018-02-22,'600132,÷ÿ«Ï∆°æ∆,20.92,21.0,20.54,20.54,20.64,0.28,1.3566,0.2148,1039503,21662669.0,10124677462.2,10124677462.2
2018-02-14,'600132,÷ÿ«Ï∆°æ∆,20.64,20.8,20.24,20.51,20.39,0.25,1.2261,0.206,997182,20548819.0,9989165526.72,9989165526.72
2018-02-13,'600132,÷ÿ«Ï∆°æ∆,20.39,20.58,19.99,20.11,19.99,0.4,2.001,0.3001,1452304,29631525.0,9868172727.22,9868172727.22
2018-02-12,'600132,÷ÿ«Ï∆°æ∆,19.99,20.1,19.27,19.33,19.27,0.72,3.7364,0.3614,1749303,34477124.0,9674584248.02,9674584248.02
2018-02-09,'600132,÷ÿ«Ï∆°æ∆,19.27,20.16,18.99,20.04,20.5,-1.23,-6.0,0.8194,3965841,76766193.0,9326124985.46,9326124985.46
2018-02-08,'600132,÷ÿ«Ï∆°æ∆,20.5,20.54,20.09,20.12,20.26,0.24,1.1846,0.2336,1130418,22966930.0,9921409559.0,9921409559.0
2018-02-07,'600132,÷ÿ«Ï∆°æ∆,20.26,21.3,20.13,21.16,21.0,-0.74,-3.5238,0.4148,2007638,41321663.0,9805256471.48,9805256471.48
2018-02-06,'600132,÷ÿ«Ï∆°æ∆,21.0,21.69,20.21,21.5,21.96,-0.96,-4.3716,1.1581,5604875,116195997.0,10163395158.0,10163395158.0
2018-02-05,'600132,÷ÿ«Ï∆°æ∆,21.96,22.12,21.0,21.42,21.47,0.49,2.2823,0.4739,2293481,49634870.0,10628007508.1,10628007508.1
2018-02-02,'600132,÷ÿ«Ï∆°æ∆,21.47,22.45,20.89,22.3,22.54,-1.07,-4.7471,1.2014,5814326,127066309.0,10390861621.1,10390861621.1
2018-02-01,'600132,÷ÿ«Ï∆°æ∆,22.54,23.36,21.79,22.9,23.08,-0.54,-2.3397,1.2561,6079043,136935279.0,10908710802.9,10908710802.9
2018-01-31,'600132,÷ÿ«Ï∆°æ∆,23.08,23.68,22.7,22.9,22.55,0.53,2.3503,1.109,5367456,124682698.0,11170055249.8,11170055249.8
2018-01-30,'600132,÷ÿ«Ï∆°æ∆,22.55,22.6,22.18,22.35,22.42,0.13,0.5798,0.3612,1748228,39225690.0,10913550514.9,10913550514.9
2018-01-29,'600132,÷ÿ«Ï∆°æ∆,22.42,23.03,22.33,23.01,23.11,-0.69,-2.9857,0.6768,3275544,73997544.0,10850634259.2,10850634259.2
2018-01-26,'600132,÷ÿ«Ï∆°æ∆,23.11,23.15,22.22,22.4,22.37,0.74,3.308,0.9783,4734900,108553264.0,11184574385.8,11184574385.8
2018-01-25,'600132,÷ÿ«Ï∆°æ∆,22.37,22.5,22.01,22.32,22.32,0.05,0.224,0.5278,2554192,56850875.0,10826435699.3,10826435699.3
2018-01-24,'600132,÷ÿ«Ï∆°æ∆,22.32,22.54,22.0,22.23,22.51,-0.19,-0.8441,0.5505,2664488,59170780.0,10802237139.4,10802237139.4
2018-01-23,'600132,÷ÿ«Ï∆°æ∆,22.51,22.85,22.34,22.85,22.88,-0.37,-1.6171,0.5551,2686463,60533645.0,10894191667.0,10894191667.0
2018-01-22,'600132,÷ÿ«Ï∆°æ∆,22.88,22.97,21.9,22.5,22.26,0.62,2.7853,0.6678,3232186,72914658.0,11073261010.2,11073261010.2
2018-01-19,'600132,÷ÿ«Ï∆°æ∆,22.26,22.62,22.06,22.6,22.62,-0.36,-1.5915,0.6792,3286971,73055506.0,10773198867.5,10773198867.5
2018-01-18,'600132,÷ÿ«Ï∆°æ∆,22.62,23.0,22.1,22.62,22.68,-0.06,-0.2646,0.7608,3682041,83176877.0,10947428498.8,10947428498.8
2018-01-17,'600132,÷ÿ«Ï∆°æ∆,22.68,23.72,22.66,23.54,23.43,-0.75,-3.201,1.2379,5990946,138068906.0,10976466770.6,10976466770.6
2018-01-16,'600132,÷ÿ«Ï∆°æ∆,23.43,23.7,21.96,21.96,21.88,1.55,7.0841,1.7997,8709893,201530774.0,11339445169.1,11339445169.1
2018-01-15,'600132,÷ÿ«Ï∆°æ∆,21.88,22.97,21.79,22.14,22.31,-0.43,-1.9274,0.826,3997430,90046656.0,10589289812.2,10589289812.2
2018-01-12,'600132,÷ÿ«Ï∆°æ∆,22.31,22.7,22.13,22.7,22.69,-0.38,-1.6747,0.4929,2385525,53250747.0,10797397427.4,10797397427.4
2018-01-11,'600132,÷ÿ«Ï∆°æ∆,22.69,22.94,22.45,22.85,23.0,-0.31,-1.3478,0.587,2840810,64461404.0,10981306482.6,10981306482.6
2018-01-10,'600132,÷ÿ«Ï∆°æ∆,23.0,23.2,22.15,22.48,22.86,0.14,0.6124,1.5621,7560185,172083569.0,11131337554.0,11131337554.0
2018-01-09,'600132,÷ÿ«Ï∆°æ∆,22.86,23.01,21.71,21.96,21.8,1.06,4.8624,1.8663,9032195,204986796.0,11063581586.3,11063581586.3
2018-01-08,'600132,÷ÿ«Ï∆°æ∆,21.8,22.23,21.58,21.95,22.22,-0.42,-1.8902,0.9767,4726844,103386703.0,10550572116.4,10550572116.4
2018-01-05,'600132,÷ÿ«Ï∆°æ∆,22.22,23.23,22.05,22.05,21.12,1.1,5.2083,2.0407,9876345,222241535.0,10753840019.6,10753840019.6
2018-01-04,'600132,÷ÿ«Ï∆°æ∆,21.12,21.36,20.81,20.81,21.14,-0.02,-0.0946,0.5383,2605274,55003720.0,10221471701.8,10221471701.8
2018-01-03,'600132,÷ÿ«Ï∆°æ∆,21.14,21.2,20.6,21.05,21.07,0.07,0.3322,0.6369,3082456,64215660.0,10231151125.7,10231151125.7
2018-01-02,'600132,÷ÿ«Ï∆°æ∆,21.07,21.11,20.51,20.9,20.86,0.21,1.0067,0.6094,2949476,61351202.0,10197273141.9,10197273141.9
